Protein	Genome ID,,Description,,# HIT
Q4JBJ6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBK3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBK5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBK7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBL1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBL5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBL7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBL9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBM0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBM5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBM7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBN2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBN5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBN7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBN8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBN9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBP0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBP1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBP4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBQ0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBQ8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBR0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBR2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBR8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBS3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBS4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBS5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBT0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBT2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBT5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBT8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBU2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBU7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBV3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBV6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBV7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBV8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBW1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBW3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBW4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBW8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBW9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBX3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBY2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JBZ7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC00	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC03	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC07	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC08	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC09	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC14	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC15	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC24	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC29	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC39	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC40	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC42	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC44	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC46	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC47	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC48	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC51	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC56	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC59	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC60	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC62	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC67	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC68	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC70	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC77	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC78	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC81	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC84	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC91	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC93	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC94	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC95	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC96	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JC98	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCA3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCA6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCA9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCB0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCB3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCB4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCB8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCC1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCC2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCC4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCC9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCD0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCD1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCD3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCD4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCE1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCE3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCF8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCH4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCH7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCH8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCH9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCI0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCI3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCI5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCI9	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCJ0	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCJ1	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCJ2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCJ3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCJ5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCK5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCK7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCL2	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCL5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCL6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCM3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCM5	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCM8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCN6	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCN7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCP3	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCP4	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCP7	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q4JCP8	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
Q50294	N/A,,N/A,,N/A
Q50314	N/A,,N/A,,N/A
Q50331	N/A,,N/A,,N/A
Q50365	N/A,,N/A,,N/A
Q50699	N/A,,N/A,,N/A
Q50732	N/A,,N/A,,N/A
Q51485	N/A,,N/A,,N/A
Q51487	N/A,,N/A,,N/A
Q51567	N/A,,N/A,,N/A
Q52150	N/A,,N/A,,N/A
Q52905	N/A,,N/A,,N/A
Q53874	N/A,,N/A,,N/A
Q53WA9	N/A,,N/A,,N/A
Q53WF6	N/A,,N/A,,N/A
Q53WH8	N/A,,N/A,,N/A
Q54146	N/A,,N/A,,N/A
Q54714	N/A,,N/A,,N/A
Q54715	N/A,,N/A,,N/A
Q54735	N/A,,N/A,,N/A
Q55013	N/A,,N/A,,N/A
Q55080	N/A,,N/A,,N/A
Q55118	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55119	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55138	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55158	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55168	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55169	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55171	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55176	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55199	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55247	N/A,,N/A,,N/A
Q55282	N/A,,N/A,,N/A
Q55318	N/A,,N/A,,N/A
Q55332	N/A,,N/A,,N/A
Q55338	N/A,,N/A,,N/A
Q55356	N/A,,N/A,,N/A
Q55387	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55393	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55404	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55406	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55418	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55420	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55432	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55443	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55444	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55445	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55446	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55447	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55457	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55460	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55461	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55466	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55474	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55483	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55498	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55499	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55501	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55504	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55505	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55512	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55514	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55517	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55522	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55527	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55531	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55544	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55549	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55551	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55557	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55563	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55564	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55574	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55581	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55607	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55614	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55623	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55641	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55659	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55664	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55665	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55689	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55691	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55700	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55707	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55715	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55718	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55726	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55727	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55729	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55746	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55750	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55756	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55757	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55759	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55764	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55765	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55770	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55774	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55787	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55788	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55791	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55792	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55814	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55823	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55839	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55848	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55865	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55874	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55885	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55897	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55905	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55913	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55918	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55943	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55949	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55956	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55962	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55972	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55982	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q55989	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q56312	N/A,,N/A,,N/A
Q56582	N/A,,N/A,,N/A
Q56584	N/A,,N/A,,N/A
Q56587	N/A,,N/A,,N/A
Q56921	N/A,,N/A,,N/A
Q57014	N/A,,N/A,,N/A
Q57038	N/A,,N/A,,N/A
Q57496	N/A,,N/A,,N/A
Q57AG9	N/A,,N/A,,N/A
Q57QC4	AE017220,,Gammaproteobacteria : Salmonella enterica subsp. enterica serovar Choleraesuis str.,,84 sequence(s)
Q58Z11	N/A,,N/A,,N/A
Q59641	AE004091,,Gammaproteobacteria : Pseudomonas aeruginosa PAO1,,63 sequence(s)
Q59969	N/A,,N/A,,N/A
Q59978	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q59992	N/A,,N/A,,N/A
Q59993	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
Q5DYQ6	N/A,,N/A,,N/A
Q5HCP4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HCR7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HCU6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HCZ6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HD02	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HD61	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDM2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDW4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDW6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDW9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDX9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDY0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDY2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HDY5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE23	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE43	N/A,,N/A,,N/A
Q5HE73	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE75	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE80	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE82	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE87	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE88	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HE95	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEE0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEH1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEH2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEL4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEL8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEM1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEM3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
Q5HEU2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
