Protein	Des
P0A6F9	Genome Annotation
P0A6G1	Genome Annotation
P0A6G2	Genome Annotation
P0A6G3	Genome Annotation
P0A6G9	Genome Annotation
P0A6H1	Genome Annotation
P0A6H4	Genome Annotation
P0A6H5	Genome Annotation
P0A6H6	Genome Annotation
P0A6H7	Genome Annotation
P0A6I0	Genome Annotation
P0A6J5	Genome Annotation
P0A6K6	Genome Annotation
P0A6L0	Genome Annotation
P0A6M8	Genome Annotation
P0A6N0	Genome Annotation
P0A6N3	Genome Annotation
P0A6N4	Genome Annotation
P0A6N6	Genome Annotation
P0A6N7	Genome Annotation
P0A6N8	Genome Annotation
P0A6P1	Genome Annotation
P0A6P3	Genome Annotation
P0A6P5	Genome Annotation
P0A6P7	Genome Annotation
P0A6P9	Genome Annotation
P0A6Q1	Genome Annotation
P0A6Q2	Genome Annotation
P0A6Q3	Genome Annotation
P0A6T1	Genome Annotation
P0A6T2	Genome Annotation
P0A6T3	Genome Annotation
P0A6T5	Genome Annotation
P0A6T8	Genome Annotation
P0A6T9	Genome Annotation
P0A6U2	Genome Annotation
P0A6V3	Genome Annotation
P0A6V4	Genome Annotation
P0A6V5	Genome Annotation
P0A6W7	Genome Annotation
P0A6W9	Genome Annotation
P0A6X3	Genome Annotation
P0A6X7	Genome Annotation
P0A6Y1	Genome Annotation
P0A6Y3	Genome Annotation
P0A6Y8	Genome Annotation
P0A6Z0	Genome Annotation
P0A6Z3	Genome Annotation
P0A6Z5	Genome Annotation
P0A6Z9	Genome Annotation
P0A705	Genome Annotation
P0A706	Genome Annotation
P0A707	Genome Annotation
P0A709	Genome Annotation
P0A717	Genome Annotation
P0A719	Genome Annotation
P0A722	Genome Annotation
P0A734	Genome Annotation
P0A745	Genome Annotation
P0A746	Genome Annotation
P0A759	Genome Annotation
P0A761	Genome Annotation
P0A763	Genome Annotation
P0A764	Genome Annotation
P0A769	Genome Annotation
P0A771	Genome Annotation
P0A783	Genome Annotation
P0A796	Genome Annotation
P0A797	Genome Annotation
P0A799	Genome Annotation
P0A7A9	Genome Annotation
P0A7B0	Genome Annotation
P0A7B5	Genome Annotation
P0A7C6	Genome Annotation
P0A7C7	Genome Annotation
P0A7D4	Genome Annotation
P0A7D9	Genome Annotation
P0A7E5	Genome Annotation
P0A7E8	Genome Annotation
P0A7F3	Genome Annotation
P0A7F8	Genome Annotation
P0A7G2	Genome Annotation
P0A7G6	Genome Annotation
P0A7G8	Genome Annotation
P0A7G9	Genome Annotation
P0A7I0	Genome Annotation
P0A7I3	Genome Annotation
P0A7I4	Genome Annotation
P0A7I9	Genome Annotation
P0A7J3	Genome Annotation
P0A7K2	Genome Annotation
P0A7K6	Genome Annotation
P0A7K9	Genome Annotation
P0A7L0	Genome Annotation
P0A7L5	Genome Annotation
P0A7L8	Genome Annotation
P0A7M2	Genome Annotation
P0A7M6	Genome Annotation
P0A7M9	Genome Annotation
P0A7N0	Genome Annotation
P0A7N1	Genome Annotation
P0A7N3	Genome Annotation
P0A7N4	Genome Annotation
P0A7N5	Genome Annotation
P0A7N8	Genome Annotation
P0A7P1	Genome Annotation
P0A7P4	Genome Annotation
P0A7R1	Genome Annotation
P0A7R7	Genome Annotation
P0A7R9	Genome Annotation
P0A7S2	Genome Annotation
P0A7S3	Genome Annotation
P0A7S8	Genome Annotation
P0A7S9	Genome Annotation
P0A7T3	Genome Annotation
P0A7T5	Genome Annotation
P0A7T6	Genome Annotation
P0A7T7	Genome Annotation
P0A7T9	Genome Annotation
P0A7U2	Genome Annotation
P0A7U3	Genome Annotation
P0A7U6	Genome Annotation
P0A7V0	Genome Annotation
P0A7V3	Genome Annotation
P0A7V8	Genome Annotation
P0A7W1	Genome Annotation
P0A7W6	Genome Annotation
P0A7W7	Genome Annotation
P0A7X3	Genome Annotation
P0A7X5	Genome Annotation
P0A7Y0	Genome Annotation
P0A7Z0	Genome Annotation
P0A7Z2	Genome Annotation
P0A7Z4	Genome Annotation
P0A7Z6	Genome Annotation
P0A7Z9	Genome Annotation
P0A805	Genome Annotation
P0A807	Genome Annotation
P0A808	Genome Annotation
P0A812	Genome Annotation
P0A817	Genome Annotation
P0A825	Genome Annotation
P0A827	Genome Annotation
P0A836	Genome Annotation
P0A838	Genome Annotation
P0A839	Genome Annotation
P0A850	Genome Annotation
P0A851	Genome Annotation
P0A853	Genome Annotation
P0A858	Genome Annotation
P0A861	Genome Annotation
P0A862	Genome Annotation
P0A867	Genome Annotation
P0A870	Genome Annotation
P0A871	Genome Annotation
P0A872	Genome Annotation
P0A877	Genome Annotation
P0A883	Genome Annotation
P0A889	Genome Annotation
P0A894	Genome Annotation
P0A8A0	Genome Annotation
P0A8A6	Genome Annotation
P0A8B5	Genome Annotation
P0A8C4	Genome Annotation
P0A8C6	Genome Annotation
P0A8C7	Genome Annotation
P0A8E1	Genome Annotation
P0A8E7	Genome Annotation
P0A8F2	Genome Annotation
P0A8F3	Genome Annotation
P0A8F4	Genome Annotation
P0A8F7	Genome Annotation
P0A8G6	Genome Annotation
P0A8G8	Genome Annotation
P0A8I4	Genome Annotation
P0A8J4	Genome Annotation
P0A8J7	Genome Annotation
P0A8L3	Genome Annotation
P0A8M0	Genome Annotation
P0A8M3	Genome Annotation
P0A8M5	Genome Annotation
P0A8M6	Genome Annotation
P0A8N3	Genome Annotation
P0A8N5	Genome Annotation
P0A8P4	Genome Annotation
P0A8R3	Genome Annotation
P0A8R6	Genome Annotation
P0A8T7	Genome Annotation
P0A8T8	Genome Annotation
P0A8T9	Genome Annotation
P0A8U5	Genome Annotation
P0A8U9	Genome Annotation
P0A8V2	Genome Annotation
P0A8V4	Genome Annotation
P0A8V5	Genome Annotation
P0A8V6	Genome Annotation
P0A8Y3	Genome Annotation
P0A8Y5	Genome Annotation
P0A8Y7	Genome Annotation
P0A8Z9	Genome Annotation
P0A904	Genome Annotation
P0A909	Genome Annotation
P0A910	Genome Annotation
P0A911	Genome Annotation
P0A912	Genome Annotation
P0A915	Genome Annotation
P0A916	Genome Annotation
P0A917	Genome Annotation
P0A920	Genome Annotation
P0A929	Genome Annotation
P0A949	Genome Annotation
P0A953	Genome Annotation
P0A955	Genome Annotation
P0A961	Genome Annotation
P0A972	Genome Annotation
P0A978	Genome Annotation
P0A991	Genome Annotation
P0A993	Genome Annotation
P0A995	Genome Annotation
P0A998	Genome Annotation
P0A9A2	Genome Annotation
P0A9A6	Genome Annotation
P0A9A8	Genome Annotation
P0A9A9	Genome Annotation
P0A9B1	Genome Annotation
P0A9B2	Genome Annotation
P0A9B4	Genome Annotation
P0A9B5	Genome Annotation
P0A9C0	Genome Annotation
P0A9C3	Genome Annotation
P0A9C5	Genome Annotation
P0A9C7	Genome Annotation
P0A9C8	Genome Annotation
P0A9D2	Genome Annotation
P0A9D8	Genome Annotation
P0A9F5	Genome Annotation
P0A9G6	Genome Annotation
P0A9H1	Genome Annotation
P0A9H9	Genome Annotation
P0A9J3	Genome Annotation
P0A9J6	Genome Annotation
P0A9J8	Genome Annotation
P0A9K3	Genome Annotation
P0A9K5	Genome Annotation
P0A9K6	Genome Annotation
P0A9K7	Genome Annotation
P0A9L3	Genome Annotation
P0A9M0	Genome Annotation
P0A9M2	Genome Annotation
P0A9M5	Genome Annotation
P0A9M6	Genome Annotation
P0A9M8	Genome Annotation
P0A9M9	Genome Annotation
P0A9N7	Genome Annotation
P0A9P0	Genome Annotation
P0A9P2	Genome Annotation
P0A9P3	Genome Annotation
P0A9Q1	Genome Annotation
P0A9Q7	Genome Annotation
P0A9Q8	Genome Annotation
P0A9Q9	Genome Annotation
P0A9R4	Genome Annotation
P0A9S3	Genome Annotation
P0A9T0	Genome Annotation
P0A9T3	Genome Annotation
P0A9U3	Genome Annotation
P0A9V4	Genome Annotation
P0A9W3	Genome Annotation
P0A9W5	Genome Annotation
P0A9X1	Genome Annotation
P0A9X4	Genome Annotation
P0A9X9	Genome Annotation
P0A9Y6	Genome Annotation
P0A9Z1	Genome Annotation
P0A9Z3	Genome Annotation
P0A9Z6	Genome Annotation
P0AA04	Genome Annotation
P0AA06	Genome Annotation
P0AA10	Genome Annotation
P0AA12	Genome Annotation
P0AA15	Genome Annotation
P0AA16	Genome Annotation
P0AA18	Genome Annotation
P0AA21	Genome Annotation
P0AA25	Genome Annotation
P0AA48	Genome Annotation
P0AAB6	Genome Annotation
P0AAB8	Genome Annotation
P0AAB9	Genome Annotation
P0AAC0	Genome Annotation
P0AAC2	Genome Annotation
P0AAC3	Genome Annotation
P0AAF9	Genome Annotation
P0AAG8	Genome Annotation
P0AAG9	Genome Annotation
P0AAI8	Genome Annotation
P0AAI9	Genome Annotation
P0AAJ7	Genome Annotation
P0AAL8	Genome Annotation
P0AAN3	Genome Annotation
P0AAP0	Genome Annotation
P0AAQ4	Genome Annotation
P0AAQ5	Genome Annotation
P0AAQ9	Genome Annotation
P0AAS1	Genome Annotation
P0AAT5	Genome Annotation
P0AAT9	Genome Annotation
P0AAU2	Genome Annotation
P0AAU3	Genome Annotation
P0AB14	Genome Annotation
P0AB18	Genome Annotation
P0AB43	Genome Annotation
P0AB52	Genome Annotation
P0AB54	Genome Annotation
P0AB69	Genome Annotation
P0AB70	Genome Annotation
P0AB71	Genome Annotation
P0AB72	Genome Annotation
P0AB73	Genome Annotation
P0AB79	Genome Annotation
P0AB80	Genome Annotation
P0AB88	Genome Annotation
P0AB89	Genome Annotation
P0AB92	Genome Annotation
P0ABA0	Genome Annotation
P0ABA8	Genome Annotation
P0ABB0	Genome Annotation
P0ABB2	Genome Annotation
P0ABB3	Genome Annotation
P0ABB4	Genome Annotation
P0ABB6	Genome Annotation
P0ABB7	Genome Annotation
P0ABB8	Genome Annotation
P0ABD5	Genome Annotation
P0ABD7	Genome Annotation
P0ABD8	Genome Annotation
P0ABE0	Genome Annotation
P0ABF6	Genome Annotation
P0ABH0	Genome Annotation
P0ABH2	Genome Annotation
P0ABH3	Genome Annotation
P0ABH7	Genome Annotation
P0ABH8	Genome Annotation
P0ABJ1	Genome Annotation
P0ABJ9	Genome Annotation
P0ABK1	Genome Annotation
P0ABK4	Genome Annotation
P0ABK5	Genome Annotation
P0ABP8	Genome Annotation
P0ABQ4	Genome Annotation
P0ABR3	Genome Annotation
P0ABT0	Genome Annotation
P0ABT2	Genome Annotation
P0ABT3	Genome Annotation
P0ABT4	Genome Annotation
P0ABU2	Genome Annotation
P0ABU4	Genome Annotation
P0ABU5	Genome Annotation
P0ABX2	Genome Annotation
P0ABZ8	Genome Annotation
P0AC13	Genome Annotation
P0AC15	Genome Annotation
P0AC33	Genome Annotation
P0AC38	Genome Annotation
P0AC40	Genome Annotation
P0AC41	Genome Annotation
P0AC47	Genome Annotation
P0AC50	Genome Annotation
P0AC55	Genome Annotation
P0AC59	Genome Annotation
P0AC62	Genome Annotation
P0AC69	Genome Annotation
P0AC81	Genome Annotation
P0AC87	Genome Annotation
P0AC90	Genome Annotation
P0AC91	Genome Annotation
P0ACA3	Genome Annotation
P0ACA5	Genome Annotation
P0ACB3	Genome Annotation
P0ACB4	Genome Annotation
P0ACB9	Genome Annotation
P0ACC2	Genome Annotation
P0ACC3	Genome Annotation
P0ACD6	Genome Annotation
P0ACD7	Genome Annotation
P0ACD8	Genome Annotation
P0ACE2	Genome Annotation
P0ACE5	Genome Annotation
P0ACE6	Genome Annotation
P0ACE7	Genome Annotation
P0ACF0	Genome Annotation
P0ACF4	Genome Annotation
P0ACF8	Genome Annotation
P0ACG0	Genome Annotation
P0ACG1	Genome Annotation
P0ACG3	Genome Annotation
P0ACI9	Genome Annotation
P0ACJ0	Genome Annotation
P0ACK9	Genome Annotation
P0ACL4	Genome Annotation
P0ACL8	Genome Annotation
P0ACN4	Genome Annotation
P0ACP3	Genome Annotation
P0ACP8	Genome Annotation
P0ACS1	Genome Annotation
P0ACW7	Genome Annotation
P0ACZ3	Genome Annotation
P0ACZ4	Genome Annotation
P0ACZ7	Genome Annotation
P0AD23	Genome Annotation
P0AD24	Genome Annotation
P0AD59	Genome Annotation
P0AD61	Genome Annotation
P0AD62	Genome Annotation
P0ADB1	Genome Annotation
P0ADB7	Genome Annotation
P0ADC5	Genome Annotation
P0ADE6	Genome Annotation
P0ADE9	Genome Annotation
P0ADG7	Genome Annotation
P0ADG8	Genome Annotation
P0ADI4	Genome Annotation
P0ADN2	Genome Annotation
P0ADN4	Genome Annotation
P0ADN5	Genome Annotation
P0ADQ7	Genome Annotation
P0ADR7	Genome Annotation
P0ADS2	Genome Annotation
P0ADS5	Genome Annotation
P0ADT4	Genome Annotation
P0ADU5	Genome Annotation
P0ADW3	Genome Annotation
P0ADW5	Genome Annotation
P0ADX1	Genome Annotation
P0ADY3	Genome Annotation
P0ADY6	Genome Annotation
P0ADY7	Genome Annotation
P0ADZ3	Genome Annotation
P0AE08	Genome Annotation
P0AE10	Genome Annotation
P0AE11	Genome Annotation
P0AE12	Genome Annotation
P0AE18	Genome Annotation
P0AE20	Genome Annotation
P0AE21	Genome Annotation
P0AE39	Genome Annotation
P0AE52	Genome Annotation
P0AE54	Genome Annotation
P0AE55	Genome Annotation
P0AE62	Genome Annotation
P0AE67	Genome Annotation
P0AE68	Genome Annotation
P0AE82	Genome Annotation
P0AE88	Genome Annotation
P0AEB2	Genome Annotation
P0AEB7	Genome Annotation
P0AEC3	Genome Annotation
P0AED0	Genome Annotation
P0AED2	Genome Annotation
P0AED5	Genome Annotation
P0AED6	Genome Annotation
P0AEE5	Genome Annotation
P0AEE7	Genome Annotation
P0AEH5	Genome Annotation
P0AEI3	Genome Annotation
P0AEJ4	Genome Annotation
P0AEK2	Genome Annotation
P0AEK5	Genome Annotation
P0AEL5	Genome Annotation
P0AEP5	Genome Annotation
P0AES0	Genome Annotation
P0AES5	Genome Annotation
P0AES7	Genome Annotation
P0AES8	Genome Annotation
P0AET8	Genome Annotation
P0AET9	Genome Annotation
P0AEU0	Genome Annotation
P0AEU7	Genome Annotation
P0AEV1	Genome Annotation
P0AEX9	Genome Annotation
P0AEZ6	Genome Annotation
P0AEZ9	Genome Annotation
P0AF04	Genome Annotation
P0AF05	Genome Annotation
P0AF24	Genome Annotation
P0AF25	Genome Annotation
P0AF28	Genome Annotation
P0AF49	Genome Annotation
P0AF50	Genome Annotation
P0AF69	Genome Annotation
P0AF93	Genome Annotation
P0AFA3	Genome Annotation
P0AFB5	Genome Annotation
P0AFB6	Genome Annotation
P0AFC7	Genome Annotation
P0AFC9	Genome Annotation
P0AFD6	Genome Annotation
P0AFD8	Genome Annotation
P0AFD9	Genome Annotation
P0AFE3	Genome Annotation
P0AFF9	Genome Annotation
P0AFG0	Genome Annotation
P0AFG5	Genome Annotation
P0AFG6	Genome Annotation
P0AFG8	Genome Annotation
P0AFG9	Genome Annotation
P0AFH6	Genome Annotation
P0AFH8	Genome Annotation
P0AFI8	Genome Annotation
P0AFJ1	Genome Annotation
P0AFJ5	Genome Annotation
P0AFJ6	Genome Annotation
P0AFM2	Genome Annotation
P0AFM6	Genome Annotation
P0AFP6	Genome Annotation
P0AFP8	Genome Annotation
P0AFU9	Genome Annotation
P0AFW2	Genome Annotation
P0AG07	Genome Annotation
P0AG10	Genome Annotation
P0AG23	Genome Annotation
P0AG26	Genome Annotation
P0AG30	Genome Annotation
P0AG40	Genome Annotation
P0AG46	Genome Annotation
P0AG48	Genome Annotation
P0AG49	Genome Annotation
P0AG51	Genome Annotation
P0AG55	Genome Annotation
P0AG57	Genome Annotation
P0AG58	Genome Annotation
P0AG61	Genome Annotation
P0AG63	Genome Annotation
P0AG65	Genome Annotation
P0AG66	Genome Annotation
P0AG67	Genome Annotation
P0AG70	Genome Annotation
P0AG73	Genome Annotation
P0AG83	Genome Annotation
P0AG86	Genome Annotation
P0AG92	Genome Annotation
P0AG95	Genome Annotation
P0AGA2	Genome Annotation
P0AGA4	Genome Annotation
P0AGA5	Genome Annotation
P0AGA6	Genome Annotation
P0AGB0	Genome Annotation
P0AGD3	Genome Annotation
P0AGD6	Genome Annotation
P0AGE9	Genome Annotation
P0AGG4	Genome Annotation
P0AGG8	Genome Annotation
P0AGJ0	Genome Annotation
P0AGJ1	Genome Annotation
P0AGJ9	Genome Annotation
P0C018	Genome Annotation
P0C020	Genome Annotation
P0C021	Genome Annotation
P0C037	Genome Annotation
P0C039	Genome Annotation
P0C046	Genome Annotation
P0C055	Genome Annotation
P0C061	
P0C0F6	Genome Annotation
P0C0L2	Genome Annotation
P0C0L7	Genome Annotation
P0C0L8	Genome Annotation
P0C0R8	Genome Annotation
P0C0V0	Genome Annotation
P0C281	
P0C5S3	Genome Annotation
P0C5S4	
P0C8J6	Genome Annotation
P0C8J8	Genome Annotation
P0CE47	Genome Annotation
P0CE48	Genome Annotation
P0CG95	Genome Annotation
P0CG96	Genome Annotation
P0CH91	Genome Annotation
P0CI73	Genome Annotation
P0CI74	Genome Annotation
P0CI75	Genome Annotation
P0CI78	Genome Annotation
P0CI80	Genome Annotation
P0CV86	Genome Annotation
P0DJF8	Genome Annotation
P0DJM1	Genome Annotation
P0DJM2	Genome Annotation
P0DJM3	Genome Annotation
P0DJO8	Genome Annotation
P0DJP1	Genome Annotation
P0DJP2	Genome Annotation
P0DM80	Genome Annotation
P10121	Genome Annotation
P10408	Genome Annotation
P10727	Genome Annotation
P10908	Genome Annotation
P10958	Genome Annotation
P11044	Genome Annotation
P11065	Genome Annotation
P11162	
P11311	Genome Annotation
P11386	Genome Annotation
P11447	Genome Annotation
P11454	Genome Annotation
P11502	
P11513	Genome Annotation
P11830	Genome Annotation
P11875	Genome Annotation
P12042	Genome Annotation
P12043	Genome Annotation
P12046	Genome Annotation
P12048	Genome Annotation
P12425	Genome Annotation
P12464	Genome Annotation
P12669	Genome Annotation
P12758	Genome Annotation
P12784	
P12873	Genome Annotation
P12875	Genome Annotation
P12877	Genome Annotation
P12879	Genome Annotation
P12975	Genome Annotation
P13024	Genome Annotation
P13029	Genome Annotation
P13035	Genome Annotation
P13039	Genome Annotation
P13128	Genome Annotation
P13243	Genome Annotation
P13267	Genome Annotation
P13484	Genome Annotation
P13485	Genome Annotation
P13714	Genome Annotation
P13799	Genome Annotation
P13800	Genome Annotation
P13927	Genome Annotation
P13981	Genome Annotation
P14175	Genome Annotation
P14192	Genome Annotation
P14193	Genome Annotation
P14407	Genome Annotation
P14577	Genome Annotation
P14900	Genome Annotation
P14949	Genome Annotation
P14951	Genome Annotation
P15042	Genome Annotation
P15106	Genome Annotation
P15254	Genome Annotation
P15288	Genome Annotation
P15401	Genome Annotation
P15729	Genome Annotation
P15874	Genome Annotation
P16033	Genome Annotation
P16263	Genome Annotation
P16449	Genome Annotation
P16575	Genome Annotation
P16659	Genome Annotation
P16676	Genome Annotation
P16701	Genome Annotation
P16971	Genome Annotation
P17062	Genome Annotation
P17117	Genome Annotation
P17127	Genome Annotation
P17196	Genome Annotation
P17315	Genome Annotation
P17443	Genome Annotation
P17444	Genome Annotation
P17622	Genome Annotation
P17820	Genome Annotation
P17865	Genome Annotation
P17876	
P17893	Genome Annotation
P17903	Genome Annotation
P17922	Genome Annotation
P18009	Genome Annotation
P18014	Genome Annotation
P18158	Genome Annotation
P18159	Genome Annotation
P18185	Genome Annotation
P19050	Genome Annotation
P19125	Genome Annotation
P19372	Genome Annotation
P19405	Genome Annotation
P19406	Genome Annotation
P19466	Genome Annotation
P19569	Genome Annotation
P19582	Genome Annotation
P19669	Genome Annotation
P19931	Genome Annotation
P19934	Genome Annotation
P19947	Genome Annotation
P19993	Genome Annotation
P20099	Genome Annotation
P20166	Genome Annotation
P20277	Genome Annotation
P20282	Genome Annotation
P20458	Genome Annotation
P20668	Genome Annotation
P20804	Genome Annotation
P20964	Genome Annotation
P20966	Genome Annotation
P21165	Genome Annotation
P21171	Genome Annotation
P21177	Genome Annotation
P21189	Genome Annotation
P21204	Genome Annotation
P21464	Genome Annotation
P21465	Genome Annotation
P21467	Genome Annotation
P21468	Genome Annotation
P21469	Genome Annotation
P21470	Genome Annotation
P21471	Genome Annotation
P21472	Genome Annotation
P21473	Genome Annotation
P21474	Genome Annotation
P21476	Genome Annotation
P21478	Genome Annotation
P21513	Genome Annotation
P21599	Genome Annotation
P21697	Genome Annotation
P21866	Genome Annotation
P21873	
P21879	Genome Annotation
P21880	Genome Annotation
P21882	Genome Annotation
P21883	Genome Annotation
P21885	Genome Annotation
P21888	Genome Annotation
P21889	Genome Annotation
P22034	Genome Annotation
P22106	Genome Annotation
P22255	Genome Annotation
P22259	Genome Annotation
P22326	Genome Annotation
P22447	Genome Annotation
P22795	Genome Annotation
P23112	Genome Annotation
P23129	Genome Annotation
P23349	Genome Annotation
P23353	Genome Annotation
P23388	
P23479	Genome Annotation
P23522	Genome Annotation
P23530	Genome Annotation
P23532	
P23534	
P23538	Genome Annotation
P23545	Genome Annotation
P23568	Genome Annotation
P23721	Genome Annotation
P23747	Genome Annotation
P23789	Genome Annotation
P23836	Genome Annotation
P23843	Genome Annotation
P23874	Genome Annotation
P23893	Genome Annotation
P23926	Genome Annotation
P23966	Genome Annotation
P23971	Genome Annotation
P24073	Genome Annotation
P24141	Genome Annotation
P24182	Genome Annotation
P24188	Genome Annotation
P24205	Genome Annotation
P24366	
P24400	
P24602	Genome Annotation
P25144	Genome Annotation
P25151	Genome Annotation
