Protein	MSA ID
P0ADW5	N/A
P0ADX1	N/A
P0ADY3	N/A
P0ADY6	N/A
P0ADY7	N/A
P0ADZ3	N/A
P0AE08	N/A
P0AE10	N/A
P0AE11	N/A
P0AE12	N/A
P0AE18	N/A
P0AE20	N/A
P0AE21	N/A
P0AE39	N/A
P0AE52	N/A
P0AE54	N/A
P0AE55	N/A
P0AE62	N/A
P0AE67	N/A
P0AE68	N/A
P0AE82	N/A
P0AE88	N/A
P0AEB2	N/A
P0AEB7	N/A
P0AEC3	N/A
P0AED0	N/A
P0AED2	N/A
P0AED5	N/A
P0AED6	N/A
P0AEE5	N/A
P0AEE7	N/A
P0AEH5	N/A
P0AEI3	N/A
P0AEJ4	N/A
P0AEK2	N/A
P0AEK5	N/A
P0AEL5	N/A
P0AEP5	N/A
P0AES0	N/A
P0AES5	N/A
P0AES7	N/A
P0AES8	N/A
P0AET8	N/A
P0AET9	N/A
P0AEU0	N/A
P0AEU7	N/A
P0AEV1	N/A
P0AEX9	N/A
P0AEZ6	N/A
P0AEZ9	N/A
P0AF04	N/A
P0AF05	N/A
P0AF24	N/A
P0AF25	N/A
P0AF28	N/A
P0AF49	N/A
P0AF50	N/A
P0AF69	N/A
P0AF93	N/A
P0AFA3	N/A
P0AFB5	N/A
P0AFB6	N/A
P0AFC7	N/A
P0AFC9	N/A
P0AFD6	N/A
P0AFD8	N/A
P0AFD9	N/A
P0AFE3	N/A
P0AFF9	N/A
P0AFG0	N/A
P0AFG5	N/A
P0AFG6	N/A
P0AFG8	N/A
P0AFG9	N/A
P0AFH6	N/A
P0AFH8	N/A
P0AFI8	N/A
P0AFJ1	N/A
P0AFJ5	N/A
P0AFJ6	N/A
P0AFM2	N/A
P0AFM6	N/A
P0AFP6	N/A
P0AFP8	N/A
P0AFU9	N/A
P0AFW2	N/A
P0AG07	N/A
P0AG10	N/A
P0AG23	N/A
P0AG26	N/A
P0AG30	N/A
P0AG40	N/A
P0AG46	N/A
P0AG48	N/A
P0AG49	N/A
P0AG51	N/A
P0AG55	N/A
P0AG57	N/A
P0AG58	N/A
P0AG61	N/A
P0AG63	N/A
P0AG65	N/A
P0AG66	N/A
P0AG67	N/A
P0AG70	N/A
P0AG73	N/A
P0AG83	N/A
P0AG86	N/A
P0AG92	N/A
P0AG95	N/A
P0AGA2	N/A
P0AGA4	N/A
P0AGA5	N/A
P0AGA6	N/A
P0AGB0	N/A
P0AGD3	N/A
P0AGD6	N/A
P0AGE9	N/A
P0AGG4	N/A
P0AGG8	N/A
P0AGJ0	N/A
P0AGJ1	N/A
P0AGJ9	N/A
P0C018	N/A
P0C020	N/A
P0C021	N/A
P0C037	N/A
P0C039	N/A
P0C046	N/A
P0C055	N/A
P0C061	N/A
P0C0F6	N/A
P0C0L2	N/A
P0C0L7	N/A
P0C0L8	N/A
P0C0R8	N/A
P0C0V0	N/A
P0C281	N/A
P0C5S3	MSA1084
P0C5S4	N/A
P0C8J6	N/A
P0C8J8	N/A
P0CE47	N/A
P0CE48	N/A
P0CG95	N/A
P0CG96	N/A
P0CH91	MSA0893
P0CI73	MSA0300
P0CI74	N/A
P0CI75	N/A
P0CI78	MSA0150
P0CI80	MSA0857
P0CV86	N/A
P0DJF8	N/A
P0DJM1	N/A
P0DJM2	N/A
P0DJM3	N/A
P0DJO8	N/A
P0DJP1	N/A
P0DJP2	N/A
P0DM80	N/A
P10121	N/A
P10408	N/A
P10727	MSA0627
P10908	N/A
P10958	MSA1083
P11044	MSA0159
P11065	N/A
P11162	N/A
P11311	N/A
P11386	MSA0027
P11447	N/A
P11454	N/A
P11502	N/A
P11513	MSA0060
P11830	MSA0179
P11875	N/A
P12042	MSA0032
P12043	MSA0106
P12046	MSA0108
P12048	MSA0098
P12425	MSA0126
P12464	N/A
P12669	N/A
P12758	N/A
P12784	N/A
P12873	MSA0191
P12875	MSA0067
P12877	MSA0068
P12879	MSA0070
P12975	N/A
P13024	N/A
P13029	N/A
P13035	N/A
P13039	N/A
P13128	N/A
P13243	MSA0144
P13267	MSA0872
P13484	N/A
P13485	N/A
P13714	MSA0027
P13799	N/A
P13800	MSA0880
P13927	MSA0035
P13981	MSA0895
P14175	N/A
P14192	MSA0576
P14193	MSA0311
P14407	N/A
P14577	MSA0149
P14900	N/A
P14949	N/A
P14951	MSA0234
P15042	N/A
P15106	N/A
P15254	N/A
P15288	N/A
P15401	N/A
P15729	N/A
P15874	MSA0382
P16033	N/A
P16263	MSA0339
P16449	N/A
P16575	N/A
P16659	N/A
P16676	N/A
P16701	N/A
P16971	MSA0314
P17062	N/A
P17117	N/A
P17127	N/A
P17196	MSA0090
P17315	N/A
P17443	N/A
P17444	N/A
P17622	N/A
P17820	MSA0295
P17865	MSA0158
P17876	N/A
P17893	MSA0650
P17903	MSA0627
P17922	N/A
P18009	N/A
P18014	N/A
P18158	MSA0384
P18159	MSA0533
P18185	MSA0307
P19050	N/A
P19125	N/A
P19372	MSA0179
P19405	MSA0758
P19406	MSA0758
P19466	N/A
P19569	N/A
P19582	N/A
P19669	MSA0129
P19931	N/A
P19934	N/A
P19947	MSA0775
P19993	MSA0295
P20099	N/A
P20166	N/A
P20277	MSA0155
P20282	MSA0073
P20458	N/A
P20668	N/A
P20804	N/A
P20964	MSA0354
P20966	N/A
P21165	N/A
P21171	N/A
P21177	N/A
P21189	N/A
P21204	MSA1080
P21464	MSA0037
P21465	MSA0066
P21467	MSA0072
P21468	MSA0252
P21469	MSA0034
P21470	MSA0076
P21471	MSA0036
P21472	MSA0033
P21473	MSA0136
P21474	MSA0174
P21476	MSA0138
P21478	MSA0480
P21513	N/A
P21599	N/A
P21697	N/A
P21866	N/A
P21873	N/A
P21879	N/A
P21880	MSA0595
P21882	MSA0015
P21883	MSA0339
P21885	MSA0820
P21888	N/A
P21889	N/A
P22034	N/A
P22106	N/A
P22255	N/A
P22259	N/A
P22326	MSA0116
P22447	MSA0140
P22795	N/A
P23112	MSA0322
P23129	MSA0376
P23349	N/A
P23353	N/A
P23388	N/A
P23479	N/A
P23522	N/A
P23530	MSA0522
P23532	N/A
P23534	N/A
P23538	N/A
P23545	N/A
P23568	MSA0035
P23721	N/A
P23747	MSA0882
P23789	MSA0637
P23836	N/A
P23843	N/A
P23874	N/A
P23893	N/A
P23926	MSA0428
P23966	MSA0299
P23971	MSA0230
P24073	N/A
P24141	MSA1067
P24182	N/A
P24188	N/A
P24205	N/A
P24366	N/A
P24400	N/A
P24602	N/A
P25144	MSA0708
P25151	MSA0116
P25177	MSA0533
P25499	MSA0646
P25519	N/A
P25524	N/A
P25665	N/A
P25906	N/A
P25924	N/A
P25953	MSA0956
P25993	MSA0338
P25994	MSA0307
P26275	MSA1003
P26276	N/A
P26290	N/A
P26292	N/A
P26379	MSA0971
P26380	MSA1023
P26408	N/A
P26480	N/A
P26497	MSA0664
P26527	N/A
P26777	N/A
P26811	MSA0281
P26899	MSA0503
P26900	MSA0188
P26901	MSA0457
P26907	MSA1044
P27179	N/A
P27180	N/A
P27181	N/A
P27206	N/A
P27240	N/A
P27278	N/A
P27340	MSA0935
P27341	MSA0186
P27414	N/A
P27434	N/A
P27550	N/A
P27724	N/A
P27830	N/A
P27876	MSA0105
P27902	N/A
P27951	N/A
P28008	N/A
P28015	MSA0850
P28056	N/A
P28367	MSA0566
P28368	MSA0691
P28371	N/A
P28598	MSA0308
P28599	MSA0178
P28619	MSA0435
P28764	N/A
P28904	N/A
P29107	N/A
P29141	N/A
P29254	N/A
P29255	N/A
P29256	N/A
P29726	MSA0077
P29727	N/A
P30011	N/A
P30125	N/A
P30177	N/A
P30717	MSA0308
P30721	MSA0295
P30843	N/A
P30845	N/A
P30859	N/A
P30870	N/A
P30871	N/A
P30949	MSA0002
P30950	MSA0083
P31103	MSA0078
P31104	MSA0058
P31112	N/A
P31114	MSA0100
P31120	N/A
P31130	N/A
P31142	N/A
P31572	N/A
P31658	N/A
P31663	N/A
P31808	N/A
P31966	N/A
P31973	N/A
P31979	N/A
P32132	N/A
P32177	N/A
P32397	MSA0587
P32422	N/A
P32670	N/A
P32680	N/A
P32690	N/A
P32727	MSA0147
P33166	MSA0035
P33195	N/A
P33197	N/A
P33228	N/A
P33271	MSA0859
P33361	N/A
P33379	N/A
P33380	N/A
P33595	N/A
P33698	N/A
P33919	N/A
P35024	MSA0057
P35136	N/A
P35163	MSA0453
P35340	N/A
P35469	MSA0308
P35838	N/A
P36265	N/A
P36430	MSA0331
P36556	MSA0453
P36672	N/A
P36683	N/A
P36938	N/A
P36945	MSA0345
P36947	MSA0540
P37095	N/A
P37101	N/A
P37146	N/A
P37177	N/A
P37182	N/A
P37188	N/A
P37194	N/A
P37251	MSA0019
P37253	MSA0045
P37277	N/A
P37282	MSA0308
P37330	N/A
P37349	N/A
P37437	MSA0251
P37455	MSA0411
P37464	MSA0124
P37465	N/A
P37477	MSA0568
P37478	MSA0453
P37487	MSA0585
P37491	N/A
P37527	MSA0165
P37536	MSA0820
P37538	MSA1052
P37552	MSA0187
P37560	MSA0529
P37561	N/A
P37562	N/A
P37568	MSA1077
P37569	MSA1053
P37570	MSA1051
P37571	MSA0361
P37582	MSA0472
P37599	N/A
P37666	N/A
P37685	N/A
P37689	N/A
P37690	N/A
P37692	N/A
P37744	N/A
P37747	N/A
P37751	N/A
P37755	N/A
P37756	N/A
P37759	N/A
P37777	N/A
P37779	N/A
P37782	N/A
P37793	N/A
P37808	MSA0042
P37811	MSA0444
P37814	MSA0443
P37820	MSA0577
P37869	MSA0104
P37870	N/A
P37871	N/A
P37877	MSA0211
P37903	N/A
P37940	MSA0520
P37946	MSA0558
P37949	MSA0323
P37967	N/A
P38021	MSA1112
P38032	MSA0020
P38033	MSA0532
P38038	N/A
P38051	N/A
P38134	N/A
P38382	N/A
P38494	MSA0358
P38576	MSA0170
P38618	N/A
P38619	MSA0816
P39065	N/A
P39074	MSA0704
P39120	MSA0261
P39121	MSA0206
P39123	MSA0044
P39126	MSA0357
P39138	MSA0007
P39145	MSA1061
P39147	MSA0507
P39148	MSA0082
P39149	MSA0025
P39156	MSA0440
P39177	N/A
P39180	N/A
P39215	N/A
P39221	N/A
P39297	N/A
P39384	N/A
P39396	N/A
P39410	N/A
P39463	MSA0751
P39464	MSA0100
P39466	MSA0528
P39467	N/A
P39470	MSA0073
P39471	MSA0154
P39473	MSA0075
P39480	N/A
P39481	N/A
P39573	MSA0033
P39579	MSA0179
P39604	MSA0462
P39605	N/A
P39610	MSA0250
P39633	MSA0240
P39634	MSA0497
P39645	MSA1000
P39646	MSA0209
P39647	N/A
P39651	N/A
P39758	MSA0826
P39759	N/A
P39764	MSA1048
P39765	MSA0844
P39773	MSA0438
P39779	MSA1078
P39781	N/A
P39782	MSA0667
P39789	N/A
P39794	N/A
P39807	N/A
P39808	N/A
P39812	N/A
P39821	MSA0010
P39838	N/A
P39899	N/A
P39912	N/A
P39914	N/A
P40171	N/A
P40191	N/A
P40396	N/A
P40739	N/A
P40758	N/A
P40780	MSA1111
P40806	N/A
P40867	N/A
P40924	MSA0092
P41789	MSA0882
P42085	MSA0336
P42175	MSA0040
P42234	N/A
P42248	N/A
P42296	N/A
P42318	MSA0403
P42319	MSA0403
P42349	N/A
P42352	N/A
P42383	MSA0308
P42400	MSA0483
P42403	MSA0952
P42408	N/A
P42409	N/A
P42410	MSA0627
P42412	MSA0497
P42420	MSA0144
P42430	N/A
P42443	MSA0314
P42588	N/A
P42632	N/A
P42784	N/A
P42919	MSA0064
P42920	MSA0062
P42924	MSA0063
P42974	MSA1036
P43261	N/A
P43891	MSA0349
P45359	MSA0135
P45395	N/A
P45425	N/A
P45451	N/A
P45500	N/A
P45523	N/A
P45545	N/A
P45577	N/A
P45578	N/A
P45596	N/A
P45618	N/A
P45693	MSA0923
P45694	MSA0014
P45740	MSA0285
P45742	MSA0951
P45744	N/A
P45745	N/A
P45758	N/A
P45848	N/A
P45905	N/A
P45913	N/A
P45931	N/A
P46215	MSA0046
P46318	MSA0652
P46323	N/A
P46327	MSA0962
P46338	MSA0173
P46343	MSA0736
P46353	MSA0499
P46354	MSA0004
P46469	MSA0312
P46787	N/A
P46837	N/A
P46889	N/A
P46898	MSA0071
P46899	MSA0192
P46916	N/A
P46917	N/A
P46922	N/A
P48372	MSA0141
P48576	N/A
P48949	N/A
P49057	N/A
P49433	N/A
P49814	MSA0027
P49978	MSA0153
P50308	MSA0170
P50456	N/A
P50610	N/A
P50620	MSA0161
P50735	MSA0240
P50736	MSA0329
P50831	MSA0572
P50840	MSA0086
P50848	MSA0914
P50849	MSA0565
P50863	N/A
P50866	MSA0582
P51024	N/A
P51831	MSA0504
P51833	MSA0378
P52042	MSA0813
P52046	MSA0502
P52143	N/A
P52208	N/A
P52231	N/A
P52415	N/A
P52688	N/A
P52697	N/A
P52934	N/A
P52983	N/A
P53383	N/A
P53593	MSA0031
P54123	N/A
P54147	N/A
P54156	N/A
P54169	N/A
P54170	N/A
P54205	N/A
P54206	N/A
P54224	N/A
P54304	N/A
P54375	MSA0396
P54376	MSA0275
P54380	MSA0456
P54390	MSA0401
P54394	N/A
P54418	MSA0785
P54419	MSA0145
P54452	MSA0873
P54460	N/A
P54464	MSA0709
P54465	MSA0505
P54470	MSA0765
P54471	MSA0928
P54474	N/A
P54496	MSA0628
P54504	N/A
P54514	N/A
P54517	MSA0458
P54523	MSA0546
P54530	MSA0209
P54555	MSA0984
P54558	N/A
P54597	N/A
P54601	N/A
P54616	MSA0406
P54617	MSA0776
P54691	N/A
P54717	MSA0745
P54735	N/A
P54741	N/A
P54947	MSA0372
P55038	N/A
P55342	MSA1075
P55872	MSA0216
P55975	MSA0199
P55981	N/A
P55986	N/A
P55989	N/A
P55992	N/A
P56069	MSA0409
P56119	MSA0121
P56123	MSA0369
P56197	MSA0093
P56258	N/A
P56849	MSA0201
P56970	MSA0178
P57698	MSA0886
P58070	N/A
P58111	MSA0640
P58121	MSA0152
P58130	N/A
P58176	MSA0331
P58178	MSA0853
P58191	N/A
P58229	N/A
P58233	N/A
P58253	N/A
P58255	MSA0209
P58262	MSA0834
P58297	N/A
P58363	N/A
P58384	N/A
P58473	N/A
P58694	N/A
P58938	N/A
P59107	N/A
P59132	N/A
P59184	N/A
P59339	N/A
P59393	N/A
P59395	N/A
P59409	N/A
P59444	N/A
P59445	N/A
P59600	N/A
P59609	N/A
P59740	N/A
P59746	N/A
P60071	N/A
P60294	N/A
P60339	MSA0035
P60357	N/A
P60364	MSA0308
P60365	MSA0308
P60384	N/A
P60422	N/A
P60424	N/A
P60429	N/A
P60438	N/A
P60440	N/A
P60464	MSA1058
P60546	N/A
P60651	N/A
P60718	N/A
P60723	N/A
P60752	N/A
P60788	N/A
P60908	N/A
P60929	MSA0246
P61055	N/A
P61175	N/A
P61177	N/A
P61488	N/A
P61490	N/A
P61493	MSA0178
P61517	N/A
P61518	N/A
P61887	N/A
P61889	N/A
P62399	N/A
P62401	N/A
P62622	N/A
P62707	N/A
P62709	N/A
P62710	N/A
P62768	N/A
P62769	N/A
P62771	N/A
P63020	N/A
P63022	N/A
P63180	N/A
P63224	N/A
P63284	N/A
P63285	N/A
P63390	N/A
P63610	N/A
P63634	N/A
P63737	N/A
P64074	N/A
P64149	N/A
P64258	N/A
P64451	N/A
P64455	N/A
P64463	N/A
P64469	N/A
P64490	N/A
P64581	N/A
P64584	N/A
P64611	N/A
P65330	MSA0782
P66025	N/A
P66042	N/A
P66054	N/A
P66072	N/A
P66125	N/A
P66166	N/A
P66221	N/A
P66330	N/A
P66372	N/A
P66383	N/A
P66484	N/A
P66503	N/A
P66607	N/A
P66608	N/A
P66611	N/A
P66699	N/A
P66794	N/A
P66808	N/A
P67080	N/A
P67176	N/A
P67911	N/A
P68066	N/A
P68067	N/A
P68187	N/A
P68191	N/A
P68206	N/A
P68567	N/A
P68571	N/A
P68575	N/A
P68579	N/A
P68681	N/A
P68685	N/A
P68918	N/A
P69222	N/A
P69224	N/A
P69227	N/A
P69409	N/A
P69410	N/A
P69428	N/A
P69441	N/A
P69503	N/A
P69776	N/A
P69783	N/A
P69786	N/A
P69791	N/A
P69795	N/A
P69797	N/A
P69799	N/A
P69807	N/A
P69811	N/A
P69824	N/A
P69828	N/A
P69829	N/A
P69908	N/A
P69910	N/A
P69911	N/A
P69913	N/A
P69915	N/A
P69923	N/A
P69925	N/A
P70949	MSA0865
P70974	MSA0075
P70976	MSA0891
P70996	N/A
P71005	N/A
P71012	N/A
P71021	MSA1032
P71035	MSA0481
P71036	MSA0812
P71051	MSA0327
P71055	N/A
P71067	MSA0712
P71073	N/A
P71083	MSA1066
P71086	MSA0450
P71088	MSA1070
P71104	MSA0211
P71447	MSA0415
P71590	N/A
P71594	N/A
P71599	N/A
P71622	MSA1064
P71635	N/A
P71640	N/A
P71658	N/A
P71668	MSA0425
P71699	N/A
P71707	MSA0452
P71737	MSA0341
P71738	N/A
P71741	MSA1014
P71792	N/A
P71890	N/A
P71897	MSA0226
P71977	MSA0644
P72062	MSA0589
P72151	N/A
P72584	N/A
P72585	N/A
P72619	N/A
P72641	N/A
P72648	N/A
P72655	N/A
P72656	N/A
P72659	N/A
P72661	N/A
P72673	N/A
P72674	N/A
P72689	N/A
P72697	N/A
P72705	N/A
P72706	N/A
P72721	N/A
P72723	N/A
P72738	N/A
P72746	N/A
P72747	N/A
P72748	N/A
P72756	N/A
P72757	N/A
P72758	N/A
P72760	N/A
P72761	N/A
P72781	N/A
P72788	N/A
P72791	N/A
P72797	N/A
P72805	N/A
P72815	N/A
P72827	N/A
P72835	N/A
P72845	N/A
P72849	N/A
P72854	N/A
P72864	N/A
P72866	N/A
P72870	N/A
P72871	N/A
P72877	N/A
P72878	N/A
P72884	N/A
P72899	N/A
P72932	N/A
P72937	N/A
P72940	N/A
P72954	N/A
P72965	N/A
P72990	N/A
P72998	N/A
P73008	N/A
P73010	N/A
P73020	N/A
P73035	N/A
P73040	N/A
P73053	N/A
P73067	N/A
P73091	N/A
P73093	N/A
P73117	N/A
P73120	N/A
P73122	N/A
P73127	N/A
P73152	N/A
P73153	N/A
P73154	N/A
P73173	N/A
P73193	N/A
P73202	N/A
P73203	N/A
P73204	N/A
P73207	N/A
P73210	N/A
P73218	N/A
P73240	N/A
P73243	N/A
P73253	N/A
P73257	N/A
P73273	N/A
P73274	N/A
P73282	N/A
P73290	N/A
P73292	N/A
P73294	N/A
P73299	N/A
P73304	N/A
P73305	N/A
P73307	N/A
P73308	N/A
P73314	N/A
P73315	N/A
P73317	N/A
P73318	N/A
P73321	N/A
P73334	N/A
P73370	N/A
P73374	N/A
P73375	N/A
P73376	N/A
P73380	N/A
P73393	N/A
P73404	N/A
P73409	N/A
P73411	N/A
P73412	N/A
P73418	N/A
P73419	N/A
P73451	N/A
P73452	N/A
P73455	N/A
P73458	N/A
P73469	N/A
P73487	N/A
P73488	N/A
P73501	N/A
P73505	N/A
P73530	N/A
P73534	N/A
P73545	N/A
P73552	N/A
P73553	N/A
P73563	N/A
P73580	N/A
P73581	N/A
P73583	N/A
P73589	N/A
P73592	N/A
P73596	N/A
P73597	N/A
P73607	N/A
P73609	N/A
P73617	N/A
P73632	N/A
P73648	N/A
P73652	N/A
P73654	N/A
P73701	N/A
P73704	N/A
P73705	N/A
P73707	N/A
P73721	N/A
P73722	N/A
P73728	N/A
P73736	N/A
P73746	N/A
P73755	N/A
P73765	N/A
P73801	N/A
P73810	N/A
P73821	N/A
P73823	N/A
P73824	N/A
P73826	N/A
P73833	N/A
P73834	N/A
P73849	N/A
P73866	N/A
P73867	N/A
P73876	N/A
P73886	N/A
P73922	N/A
P73926	N/A
P73930	N/A
P73933	N/A
P73953	N/A
P73954	N/A
P73960	N/A
P73973	N/A
P73982	N/A
P73985	N/A
P73998	N/A
P74002	N/A
P74007	N/A
P74020	N/A
P74027	N/A
P74044	N/A
P74057	N/A
P74074	N/A
P74078	N/A
P74102	N/A
P74106	N/A
P74122	N/A
P74126	N/A
P74135	N/A
P74142	N/A
P74153	N/A
P74157	N/A
P74175	N/A
P74176	N/A
P74182	N/A
P74184	N/A
P74186	N/A
P74189	N/A
P74195	N/A
P74210	N/A
P74214	N/A
P74216	N/A
P74226	N/A
P74227	N/A
P74229	N/A
P74230	N/A
P74233	N/A
P74236	N/A
P74241	N/A
P74242	N/A
P74251	N/A
P74275	N/A
P74281	N/A
P74282	N/A
P74296	N/A
P74297	N/A
P74299	N/A
P74305	N/A
P74308	N/A
P74309	N/A
P74314	N/A
P74326	N/A
P74334	N/A
P74335	N/A
P74339	N/A
P74350	N/A
P74352	N/A
P74360	N/A
P74361	N/A
P74390	N/A
P74409	N/A
P74413	N/A
P74419	N/A
P74421	N/A
P74426	N/A
P74427	N/A
P74433	N/A
P74444	N/A
P74447	N/A
P74448	N/A
P74450	N/A
P74451	N/A
P74457	N/A
P74461	N/A
P74463	N/A
P74466	N/A
P74474	N/A
P74485	N/A
P74486	N/A
P74494	N/A
P74499	N/A
P74503	N/A
P74507	N/A
P74510	N/A
P74512	N/A
P74518	N/A
P74534	N/A
P74537	N/A
P74541	N/A
P74551	N/A
P74566	N/A
P74572	N/A
P74582	N/A
P74618	N/A
P74640	N/A
P74643	N/A
P74658	N/A
P74662	N/A
P74667	N/A
P74682	N/A
P74689	N/A
P74690	N/A
P74694	N/A
P74698	N/A
P74702	N/A
P74713	N/A
P74720	N/A
P74729	N/A
P74737	N/A
P74739	N/A
P74745	N/A
P74747	N/A
P74749	N/A
P74754	N/A
P74769	N/A
P74772	N/A
P74776	N/A
P74781	N/A
P75033	N/A
P75039	N/A
P75049	N/A
P75050	MSA0533
P75061	MSA0803
P75080	MSA0872
P75089	MSA0144
P75090	N/A
P75093	N/A
P75120	MSA0312
P75136	N/A
P75159	N/A
P75161	MSA0177
P75170	MSA0753
P75172	MSA0340
P75187	MSA0442
P75205	MSA0178
P75206	MSA0196
P75207	MSA0909
P75223	N/A
P75231	MSA0658
P75245	MSA0211
P75250	MSA0170
P75258	MSA0046
P75264	N/A
P75271	N/A
P75277	N/A
P75293	MSA0203
P75301	N/A
P75309	MSA0550
P75310	N/A
P75313	N/A
P75344	MSA0295
P75353	N/A
P75354	N/A
P75358	MSA0043
P75359	MSA0209
P75376	N/A
P75386	MSA0229
P75390	MSA0520
P75393	MSA0595
P75394	N/A
P75426	N/A
P75465	N/A
P75469	N/A
P75470	N/A
P75482	N/A
P75493	N/A
P75497	MSA0391
P75512	N/A
P75518	N/A
P75525	MSA0414
P75526	MSA0146
P75533	MSA0048
P75542	N/A
P75543	N/A
P75560	MSA0037
P75569	N/A
P75575	MSA0065
P75591	N/A
P75691	N/A
P75694	N/A
P75736	N/A
P75809	N/A
P75818	N/A
P75821	N/A
P75949	N/A
P76001	N/A
P76014	N/A
P76015	N/A
P76072	N/A
P76143	N/A
P76182	N/A
P76194	N/A
P76268	N/A
P76290	N/A
P76387	N/A
P76396	N/A
P76398	N/A
P76402	N/A
P76536	N/A
P76541	N/A
P76552	N/A
P76558	N/A
P76576	N/A
P77172	N/A
P77173	N/A
P77285	N/A
P77318	N/A
P77365	N/A
P77376	N/A
P77395	N/A
P77402	N/A
P77504	N/A
P77510	N/A
P77522	N/A
P77552	N/A
P77554	N/A
P77598	N/A
P77625	N/A
P77627	N/A
P77650	N/A
P77674	N/A
P77756	N/A
P77804	N/A
P77961	N/A
P77962	N/A
P77965	N/A
P77968	N/A
P77970	N/A
P77972	N/A
P77973	N/A
P78010	MSA0105
P78012	MSA0308
P78018	MSA0092
P78022	N/A
P78027	MSA0161
P78028	MSA0198
P78032	N/A
P78285	N/A
P80046	N/A
P80239	MSA0301
P80240	MSA0469
P80244	MSA0451
P80505	N/A
P80507	N/A
P80643	MSA0179
P80698	MSA0362
P80700	MSA0199
P80858	MSA0049
P80859	MSA0254
P80860	MSA0119
P80865	MSA0053
P80866	MSA0271
P80868	MSA0322
P80870	MSA0529
P80871	MSA0900
P80875	MSA0912
P80877	N/A
P80879	MSA0470
P80885	N/A
P80886	MSA0031
P80918	N/A
P80920	N/A
P80921	N/A
P80922	N/A
P80923	N/A
P81100	MSA0912
P81101	MSA0177
P81102	MSA0467
P81181	MSA0119
P94335	MSA0463
P94360	MSA1047
P94364	MSA0603
P94400	N/A
P94409	N/A
P94417	MSA0348
P94425	MSA0624
P94459	N/A
P94521	MSA0625
P94534	MSA0184
P94538	N/A
P94547	MSA0230
P94549	MSA0502
P94565	N/A
P94592	MSA0372
P94996	N/A
P95017	N/A
P95029	N/A
P95032	N/A
P95034	N/A
P95087	N/A
P95090	N/A
P95125	MSA0425
P95137	N/A
P95144	N/A
P95172	N/A
P95185	MSA0395
P95186	MSA0813
P95189	MSA0324
P95197	MSA0018
P95217	N/A
P95225	N/A
P95257	N/A
P95290	N/A
P95690	MSA0281
P95691	MSA0351
P95867	MSA0217
P95871	N/A
P95879	N/A
P95907	MSA0368
P95931	MSA0372
P95949	MSA0574
P95957	MSA0556
P95968	N/A
P95970	MSA0568
P95979	MSA0281
P95980	N/A
P95991	MSA0075
P96041	MSA0009
P96076	N/A
P96217	N/A
P96218	N/A
P96258	N/A
P96267	MSA1030
P96270	N/A
P96271	N/A
P96284	N/A
P96285	N/A
P96288	N/A
P96291	N/A
P96353	N/A
P96356	N/A
P96374	MSA0185
P96396	MSA0230
P96399	MSA0425
P96404	MSA0502
P96409	N/A
P96502	N/A
P96585	N/A
P96596	N/A
P96611	MSA0347
P96613	MSA0460
P96615	MSA1016
P96619	MSA0959
P96625	MSA0778
P96679	N/A
P96683	N/A
P96686	MSA0880
P96692	MSA0467
P96701	N/A
P96716	MSA0327
P96718	MSA0495
P96722	N/A
P96805	MSA1035
P96812	N/A
P96824	MSA0497
P96868	N/A
P96872	N/A
P96874	N/A
P96876	N/A
P96877	MSA0764
P96878	N/A
P96890	MSA1094
P96923	N/A
P97152	N/A
P99175	MSA0708
P9WF13	MSA1064
P9WF14	N/A
P9WF15	N/A
P9WF19	MSA1064
P9WF23	MSA1064
P9WF27	MSA0809
P9WF29	MSA0742
P9WF45	MSA0665
P9WFB1	MSA0668
P9WFC9	MSA0389
P9WFD3	N/A
P9WFD7	N/A
P9WFD9	N/A
P9WFG2	N/A
P9WFG3	N/A
P9WFG9	N/A
P9WFH5	N/A
P9WFH7	N/A
P9WFI4	N/A
P9WFI5	N/A
P9WFK0	N/A
P9WFK9	MSA0724
P9WFL3	MSA0711
P9WFM7	MSA0772
P9WFN1	MSA0790
P9WFQ0	N/A
P9WFQ1	MSA0008
P9WFR1	N/A
P9WFS2	N/A
P9WFS3	MSA0272
P9WFW9	MSA0557
P9WFX5	MSA0364
P9WFX7	N/A
P9WFZ1	MSA0944
P9WFZ7	MSA0394
P9WG05	MSA0380
P9WG17	MSA0383
P9WG33	MSA0129
P9WG38	N/A
P9WG39	MSA0019
P9WG45	MSA0140
P9WG47	MSA0141
P9WG48	N/A
P9WG49	N/A
P9WG74	N/A
P9WG75	MSA0130
P9WG86	N/A
P9WG87	N/A
P9WGA0	N/A
P9WGA1	MSA0769
P9WGC3	MSA0868
P9WGC7	MSA0053
P9WGD5	MSA0411
P9WGD8	N/A
P9WGD9	MSA0367
P9WGE1	MSA0627
P9WGE7	MSA0396
P9WGF2	N/A
P9WGF3	MSA0570
P9WGF9	MSA0843
P9WGG5	N/A
P9WGH8	N/A
P9WGH9	MSA0703
P9WGI1	N/A
P9WGJ3	MSA0371
P9WGJ4	N/A
P9WGJ5	N/A
P9WGK1	N/A
P9WGK3	N/A
P9WGK4	N/A
P9WGK5	MSA0003
P9WGK8	N/A
P9WGK9	N/A
P9WGL3	MSA0883
P9WGL5	N/A
P9WGL7	MSA0471
P9WGL9	MSA0453
P9WGM0	N/A
P9WGM1	MSA0453
P9WGM3	MSA1041
