Protein	Tax_id,,Tax_name,,Species,,Genus,,Family,,Order,,Class,,Phylum,,Kingdom,,Superkingdom
Q4J957	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J960	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J961	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J964	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J968	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J970	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J971	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J975	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J977	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J978	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J979	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J983	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J984	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J986	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J989	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J992	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J995	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9A0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9A5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9A7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9A8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9B0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9B2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9B3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9C9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9D8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9D9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9E1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9E2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9E4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9E5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9E7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9F2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9F6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9F8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9G3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9G9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9H0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9H1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9H3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9H5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9I5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9I6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9J0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9J2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9J7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9L1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9L2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9L4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9M8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9N0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9N1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9N6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9N7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9P4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9P5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9P6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9P9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Q0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Q2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Q4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Q5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Q6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9R2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9R5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9R7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9R9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9S9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9T0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9T4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9T7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9T9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9U0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9U3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9U4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9U5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9V5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9V9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9W0	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9W2	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9W3	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9W6	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9X4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Y1	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Y7	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Y8	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Y9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Z4	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Z5	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4J9Z9	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA00	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA01	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA04	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA08	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA09	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA11	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA16	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA18	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA21	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA34	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA37	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA41	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA43	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA45	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA51	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA53	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA54	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA55	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA56	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA57	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA59	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA60	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA61	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA65	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA67	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA69	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA71	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
Q4JA72	330779,,Sulfolobus acidocaldarius DSM 639,,Sulfolobus acidocaldarius,,Sulfolobus,,Sulfolobaceae,,Sulfolobales,,Thermoprotei,,Crenarchaeota,,,,Archaea
